"Transcript" "M1-10" "M1-13" "M1-28" "M1-3" "M1-30" "M1-31" "M1-32" "M1-8" "M2-13" "M2-14" "M2-15" "M2-17" "M3-26" "M3-28" "M3-4" "M3-5" "M3-8" "M3-9" "M4-1" "M4-17" "M4-18" "M4-21"
"14066" "FBtr0085794" 20.601 21.099 20.048 19.607 21.467 17.63 21.517 21.818 22.261 22.33 22.743 19.645 22.584 19.414 21.411 11.37 19.653 23.513 23.147 19.786 19.87 19.195
"14067" "FBtr0301290" 22.052 22.591 21.492 20.922 23.027 18.911 23.047 23.333 23.855 23.916 24.269 21 24.212 20.825 22.968 12.197 21.023 25.222 24.773 21.217 21.314 20.553
"14068" "FBtr0085806" 10.534 10.398 9.218 10.614 11.329 12.372 9.226 10.762 8.997 8.564 7.913 5.847 8.615 10.306 10.669 5.725 9.139 10.043 8.421 9.365 8.061 7.622
"14069" "FBtr0085795" 1.663 1.957 2.301 2.03 1.071 2.509 1.853 1.719 1.822 1.744 1.912 2.385 1.769 1.935 1.662 0.739 1.662 1.677 2.119 2.043 2.356 2.006
"14070" "FBtr0085796" 21.903 22.438 19.503 23.302 19.868 24.651 19.382 19.69 22.358 19.024 21.978 21.424 19.155 16.839 20.201 19.838 20.768 18.636 19.594 20.501 21.477 20.521
"14071" "FBtr0113315" 0.869 0.854 1.116 1.229 1.302 1.21 0.683 1.312 0.961 0.518 1.221 1.443 0.515 1.279 1.031 5.201 1.25 0.974 0.882 0.959 0.816 0.584
"14072" "FBtr0085798" 6.803 9.401 7.547 9.584 9.891 4.05 14.466 8.777 5.611 10.643 13.659 7.482 9.383 4.382 7.87 7.914 7.959 7.892 6.81 7.501 6.139 5.95
"14073" "FBtr0085804" 962.552 1008.265 1083.365 1175.65 1478.565 1263.284 1516.556 1120.984 1188.641 1596.58 1734.918 802.485 1258.588 1415.332 1421.461 1933.062 1088.808 1294.147 1196.388 1404.788 1265.59 1118.565
"14074" "FBtr0085805" 837.299 869.816 961.369 1016.861 1288.816 1081.992 1298.329 1000.301 1049.21 1400.381 1506.412 725.084 1067.055 1211.235 1210.057 1620.861 947.614 1117.396 1020.3 1177.319 1115.406 978.404
"14075" "FBtr0085803" 205.757 222.284 234.421 210.876 203.079 211.695 220.528 211.286 216.642 226.382 213.469 232.215 217.027 241.011 231.415 117.704 260.725 233.185 246.486 225.241 194.621 192.955
"14076" "FBtr0085800" 232.543 250.718 263.304 239.346 233.412 239.099 250.538 241.771 246.004 256.11 242.791 262.854 245.149 274.543 263.796 136.953 296.274 266.115 281.279 257.301 221.861 220.324
"14077" "FBtr0085801" 245.573 265.163 281.539 257.704 247.618 267.765 266.008 251.563 273.308 270.575 256.359 294.304 269.14 280.497 277.375 154.802 306.147 266.754 290.186 277.147 239.952 235.836
"14078" "FBtr0085802" 178.718 191.505 203.55 184.229 178.405 184.259 191.934 185.012 189.968 197.379 186.707 202.794 188.836 211.139 202.207 105.147 228.536 204.483 217.142 197.509 172.115 170.55
"14079" "FBtr0085799" 213.783 230.224 241.483 219.064 214.83 219.433 230.881 222.383 225.61 233.71 223.554 239.073 224.699 251.287 243.134 124.851 270.992 244.121 256.954 237.536 203.287 202.354
"14080" "FBtr0085815" 18.621 16.655 16.766 17.167 19.759 17.848 17.566 20.136 16.864 15.485 16.435 13.052 14.188 16.022 21.156 11.717 16.589 20.355 15.298 17.668 15.637 15.612
"14081" "FBtr0085816" 19.207 17.227 17.142 17.583 19.901 18.104 17.826 20.36 17.383 15.71 16.89 13.42 14.481 16.105 21.569 12.58 16.805 20.869 15.757 17.717 16.245 15.971
"14082" "FBtr0085868" 9.164 7.179 8.885 7.786 8.17 11.327 5.851 7.061 7.545 7.002 6.714 9.89 8.452 8.974 6.301 5.993 8.107 7.204 7.323 5.803 7.575 5.445
"14083" "FBtr0085819" 10.029 10.464 11.198 10.628 11.229 14.048 11.064 10.313 13.369 8.107 11.651 11.568 7.53 8.794 10.04 0.62 9.561 8.643 8.389 8.397 9.61 8.009
"14084" "FBtr0085820" 6.649 6.668 6.35 6.925 4.902 6.148 6.113 6.177 6.068 4.44 5.976 6.373 5.326 4.873 6.552 2.546 6.857 5.656 5.796 5.629 5.701 5.427
"14085" "FBtr0085821" 21.83 21.341 20.333 20.414 9.095 19.217 18.268 16.461 17.666 15.989 18.21 14.248 17.076 18.767 20.647 3.982 24.077 22.649 21.113 18.963 16.807 12.001
"14086" "FBtr0085822" 14.064 14.784 12.59 12.965 11.468 13.867 13.807 13.765 12.299 11.796 12.588 13.257 11.711 12.81 14.386 4.304 12.05 12.402 12.347 13.773 12.277 10.835
"14087" "FBtr0085823" 17.157 18.119 15.408 15.875 14.022 16.996 16.926 16.878 15.028 14.446 15.369 16.175 14.32 15.776 17.589 5.012 14.647 15.122 15.017 16.937 14.962 13.269
"14088" "FBtr0085824" 16.863 17.734 15.131 15.514 13.776 16.649 16.545 16.545 14.76 14.149 15.099 15.882 14.046 15.401 17.227 5.004 14.382 14.895 14.769 16.535 14.708 12.969
"14089" "FBtr0085867" 83.291 73.453 21.795 92.656 54.323 26.939 52.592 88.781 24.107 15.488 20.778 23.778 49.078 37.179 63.206 24.914 55.505 62.347 43.948 19.772 26.182 21.459
"14090" "FBtr0085826" 26.124 21.042 26.343 23.58 18.741 17.723 19.283 16.572 17.716 23.938 20.419 19.637 22.561 23.527 23.316 5.909 20.68 22.917 20.814 24.556 17.988 20.082
"14091" "FBtr0085825" 11.642 7.332 10.393 9.885 6.981 6.502 7.669 6.924 5.691 9.575 8.446 6.63 9.021 9.216 8.92 1.331 8.313 7.81 8.401 10.946 6.384 8.074
"14092" "FBtr0085828" 26.123 21.172 26.283 23.472 18.949 17.631 19.446 16.602 17.841 24.034 20.594 19.756 22.966 23.687 23.648 6 20.997 23.268 21.179 24.706 18.363 20.233
"14093" "FBtr0085827" 11.403 7.247 10.066 9.544 7.011 6.218 7.652 6.797 5.628 9.441 8.436 6.543 9.234 9.152 9.039 1.352 8.45 7.938 8.589 10.883 6.596 8.039
"14094" "FBtr0085830" 25.429 20.474 25.669 22.882 18.492 17.209 18.869 16.033 17.389 23.385 20.059 19.189 22.761 23.306 23.311 5.898 20.593 22.754 20.731 24.507 18.089 19.954
"14095" "FBtr0085829" 10.977 6.8 9.76 9.212 6.779 6.013 7.289 6.4 5.408 9.062 8.127 6.221 9.312 9.058 8.995 1.344 8.289 7.72 8.382 10.97 6.558 8.005
"14096" "FBtr0085865" 5.216 5.405 4.67 4.941 5.375 4.897 5.755 6.141 5.31 5.401 5.813 6.042 6.596 4.133 6.793 2.946 5.726 6.882 5.461 6.619 4.582 5.791
"14097" "FBtr0085831" 10.279 9.596 12.133 12.271 10.88 12.75 14.635 12.086 11.625 11.822 13.708 13.01 12.987 13.482 14.386 20.312 11.345 11.663 12.911 14.091 11.936 11.098
"14098" "FBtr0085832" 571.223 634.078 569.428 584.184 487.115 593.54 479.601 700.278 528.794 510.19 466.488 434.137 441.932 586.735 610.272 213.601 640.455 607.623 537.471 547.649 475.911 467.859
"14099" "FBtr0085835" 571.881 634.804 570.084 584.857 487.677 594.224 480.154 701.085 529.397 510.778 467.015 434.637 442.442 587.412 610.976 213.847 641.193 608.324 538.085 548.28 476.459 468.389
"14100" "FBtr0085833" 574.232 637.387 572.077 587.11 489.418 596.285 481.999 703.539 531.409 512.704 468.765 436.409 444.226 589.518 613.095 214.589 643.659 610.677 540.219 550.44 478.33 470.12
"14101" "FBtr0085834" 574.897 638.12 572.739 587.789 489.984 596.976 482.557 704.353 532.017 513.297 469.298 436.915 444.74 590.2 613.805 214.837 644.404 611.384 540.838 551.078 478.884 470.656
"14102" "FBtr0085836" 18.717 20.425 20.365 16.892 19.844 21.702 20.45 17.886 17.063 25.276 20.032 20.332 24.4 30.298 23.901 41.423 18.923 21.581 21.591 22.816 20.62 23.266
"14103" "FBtr0085837" 18.491 15.401 12.706 19.638 19.39 17.58 20.78 31.644 15.392 18.584 17.011 18.294 31.873 29.526 28.409 112.847 27.933 16.804 17.366 29.678 15.673 19.645
"14104" "FBtr0085864" 616.828 567.789 481.616 636.172 622.607 430.54 847.007 684.797 435.458 626.313 883.052 356.534 791.726 690.368 799.177 1626.773 765.414 900.844 863.959 598.849 738.66 701.016
"14105" "FBtr0085838" 25.104 26.954 25.448 27.569 28.783 27.839 26.84 24.444 19.575 25.35 27.597 22.181 29.1 26.867 24.923 10.798 23.875 25.122 26.239 28.058 23.985 19.754
"14106" "FBtr0085863" 12.331 12.458 14.036 11.956 16.2 9.383 11.904 16.188 11.808 14.564 14.23 9.349 11.11 13.389 15.274 11.443 12.657 15.426 13.111 16.273 12.698 12.619
"14107" "FBtr0085839" 27.633 29.997 27.941 30.505 30.679 30.132 29.713 27.459 21.397 27.956 29.837 23.776 31.556 28.754 28.212 10.426 27.018 29.953 28.974 31.298 25.751 21.563
"14108" "FBtr0085840" 29.258 31.407 29.744 32.184 33.545 32.181 31.293 28.354 22.754 29.503 32.134 25.709 33.915 31.346 29.024 12.4 27.826 29.279 30.546 32.648 27.84 23.01
"14109" "FBtr0085841" 29.939 32.193 30.38 32.88 34.396 32.987 31.996 29.172 23.303 30.252 32.895 26.362 34.787 31.727 29.726 12.711 28.574 30.012 31.284 33.438 28.595 23.56
"14110" "FBtr0091956" 0.889 0.995 1.22 0.893 0.412 1.353 0.98 0.946 0.893 0.444 0.701 0.977 0.461 0.084 0.349 0.119 0.318 0.32 0.37 0.068 0.438 0.376
"14111" "FBtr0085858" 6.372 7.187 5.933 7.411 6.309 6.973 7.366 8.145 6.208 5.324 7.231 7.005 4.294 2.831 2.389 2.747 2.787 4.43 3.92 2.056 2.938 2.739
"14112" "FBtr0085842" 19.694 17.459 17.544 22.136 24.293 13.437 17.557 23.792 16.796 20.095 15.807 19.751 20.713 22.038 25.089 7.41 21.443 24.083 21.574 22.511 18.934 18.955
"14113" "FBtr0085857" 11.739 10.802 14.188 11.076 12.079 12.142 10.138 11.583 13.814 11.401 10.808 14.467 10.998 11.903 12.298 14.713 9.614 8.577 11.949 12.767 11.723 11.305
"14114" "FBtr0085844" 43.944 49.014 41.578 43.761 25.282 43.423 44.563 40.979 36.092 36.481 40.111 43.323 35.868 33.927 37.657 9.594 42.24 41.349 40.289 40.284 36.456 31.738
"14115" "FBtr0085843" 45.633 50.991 43.346 45.538 27.264 45.992 46.364 42.515 38.463 38.129 42.342 46.288 37.67 35.821 39.539 10.826 44.39 42.31 42.253 41.258 38.899 34.14
"14116" "FBtr0085856" 3.428 4.64 6.587 4.02 5.477 5.288 6.793 3.327 4.423 7.84 10.842 5.145 6.863 5.344 3.507 2.758 4.035 3.544 4.476 7.367 5.707 5.361
"14117" "FBtr0085855" 3.558 4.83 6.848 4.201 5.694 5.498 7.054 3.459 4.591 8.126 11.261 5.3 7.082 5.555 3.646 2.867 4.194 3.684 4.64 7.659 5.911 5.544
"14118" "FBtr0085845" 7.872 8.656 9.291 7.684 2.46 12.217 7.495 6.663 7.465 4.313 7.856 7.688 7.347 7.193 8.066 2.09 8.5 7.621 8.946 8.175 8.983 7.377
"14119" "FBtr0290135" 6.821 8.131 9.132 7.175 6.755 8.233 7.444 6.948 7.375 7.717 8.466 8.392 8.299 9.111 7.818 10.538 8.641 7.854 7.268 9.105 8.782 8.054
"14120" "FBtr0085846" 0.589 0.646 0.672 0.532 0.529 1.049 0.536 0.568 0.943 0.595 0.643 0.845 0.246 0.489 0.729 2.161 0.837 0.646 0.738 0.752 0.904 0.734
"14121" "FBtr0085847" 2.022 2.637 1.729 3.159 3.395 3.793 3.73 2.178 1.889 2.476 4.118 1.63 2.473 1.805 3.218 1.747 1.402 2.751 2.13 3.13 2.684 2.263
"14122" "FBtr0085848" 2.152 2.741 1.769 3.361 3.361 4.037 3.932 2.317 1.976 2.547 4.406 1.616 2.556 1.921 3.425 1.859 1.492 2.927 2.164 3.331 2.856 2.408
"14123" "FBtr0085852" 16.161 15.842 12.632 14.637 14.748 14.53 11.81 13.15 13.002 11.79 11.789 13.119 13.027 12.615 16.553 8.843 16.57 18.306 16.706 13.817 13.907 11.987
"14124" "FBtr0085851" 29.759 25.468 26.317 26.802 47.414 33.429 42.611 28.355 31.086 49.492 37.568 35.733 40.09 38.357 30.857 22.879 25.61 32.071 36.577 44.176 34.829 36.055
"14125" "FBtr0085850" 28.107 24.041 24.923 25.401 44.849 32.354 40.234 26.615 29.526 46.947 35.718 33.84 38.033 36.646 29.679 21.426 24.105 30.579 34.709 41.691 33.277 34.025
"14126" "FBtr0085849" 29.446 25.179 26.13 26.603 46.971 33.884 42.137 27.874 30.936 49.196 37.407 35.44 39.891 38.379 31.083 22.44 25.246 32.091 36.351 43.681 34.852 35.685
"14127" "FBtr0302179" 26.967 31.244 25.764 22.698 8.613 30.422 24.816 27.301 18.304 20.289 21.168 20.19 17.707 21.491 20.594 6.968 25.641 25.16 21.547 27.821 20.158 14.571
"14128" "FBtr0302181" 25.17 27.274 24.915 21.88 11.071 28.016 20.804 24.027 20.856 18.578 18.911 21.334 17.487 19.431 19.393 5.848 23.576 22.484 20.485 23.702 21.256 16.026
"14129" "FBtr0302180" 25.3 27.183 24.791 21.735 11.176 28.073 20.567 23.831 21.04 18.503 18.787 21.491 17.422 19.223 19.576 5.95 23.701 22.531 20.545 23.685 21.235 16.172
"14130" "FBtr0085881" 32.123 38.958 30.203 29.364 15.174 41.929 29.14 29.72 28.042 24.379 28.769 27.174 23.937 26.424 28.185 10.616 32.166 36.015 27.994 30.144 31.377 22.375
"14131" "FBtr0300263" 32.119 38.954 30.203 29.364 15.174 41.929 29.134 29.72 28.026 24.384 28.769 27.187 23.937 26.424 28.185 10.616 32.166 36.015 28.007 30.137 31.377 22.395
"14132" "FBtr0085880" 39.518 48.186 37.753 36.875 18.174 53.538 36.41 36.367 35.186 30.381 34.715 33.752 29.439 32.906 33.642 12.811 38.225 43.528 33.268 37.174 37.926 26.959
"14133" "FBtr0300267" 33.72 41.339 32.215 30.901 15.31 46.543 31.099 31.187 29.901 25.692 29.508 28.805 25.103 27.99 28.516 10.644 32.223 36.712 28.169 31.463 32.432 22.84
"14134" "FBtr0300268" 37.937 46.283 36.105 35.268 17.607 51.788 34.857 35.056 33.919 29.118 33.12 32.451 28.404 31.933 32.333 12.131 36.681 41.382 31.791 35.456 36.417 25.748
"14135" "FBtr0300269" 33.628 41.22 32.259 31.016 15.365 46.633 31.209 31.105 30.109 25.733 29.556 28.939 25.064 28.268 28.57 10.581 32.272 36.736 27.969 31.444 32.378 22.737
"14136" "FBtr0085888" 31.63 38.618 29.941 28.945 15.012 41.33 28.75 29.058 27.606 24.269 27.879 26.836 24.245 26.519 27.902 10.529 32.317 35.264 27.684 30.55 31.279 22.103
"14137" "FBtr0300266" 31.617 38.538 29.872 28.994 15.078 41.097 28.709 29.446 27.431 23.963 27.922 26.498 23.535 26.283 27.863 10.607 31.679 35.443 27.205 29.79 30.486 21.864
"14138" "FBtr0085887" 35.703 43.419 33.967 32.848 16.763 47.162 32.494 33.077 31.057 26.993 31.58 30.185 27.012 29.546 31.423 12.084 36.075 39.779 31.008 33.958 34.801 24.707
"14139" "FBtr0085879" 32.293 39.319 30.824 29.846 15.194 42.595 29.235 30.084 28.132 24.448 28.543 27.35 24.513 26.582 28.446 10.86 32.536 35.967 28.06 30.787 31.298 22.348
"14140" "FBtr0085882" 36.667 44.604 34.857 33.832 17.214 48.547 33.355 33.946 31.977 27.769 32.472 31.029 27.768 30.317 32.258 12.391 37.053 40.852 31.866 34.829 35.72 25.39
"14141" "FBtr0085883" 28.634 34.999 27.203 26.284 13.617 37.347 25.896 26.459 25.017 22.002 25.228 24.326 22.027 23.896 25.278 9.472 29.171 31.912 25.079 27.722 28.183 20.002
"14142" "FBtr0085884" 35.479 43.251 33.778 32.781 16.671 46.831 32.184 33.067 30.911 26.881 31.399 30.074 26.909 29.282 31.306 11.963 35.84 39.53 30.837 33.858 34.443 24.587
"14143" "FBtr0085885" 34.911 42.611 33.081 32.195 16.246 45.994 31.63 32.445 30.412 26.504 30.859 29.643 26.744 28.826 30.758 11.738 35.339 38.874 30.338 33.399 33.927 24.243
"14144" "FBtr0085886" 37.616 45.866 35.622 34.636 17.46 49.725 34.214 34.77 32.811 28.576 33.305 31.905 28.784 31.157 33.086 12.691 38.14 41.938 32.712 35.817 36.713 26.111
"14145" "FBtr0112864" 35.03 42.705 33.315 32.395 16.443 46.19 31.756 32.614 30.499 26.525 30.994 29.667 26.606 28.881 30.877 11.799 35.378 38.989 30.419 33.394 33.987 24.265
"14146" "FBtr0112866" 35.091 42.789 33.389 32.49 16.521 46.348 31.843 32.648 30.571 26.578 31.119 29.76 26.605 28.985 30.975 11.834 35.453 39.074 30.519 33.43 34.088 24.306
"14147" "FBtr0300264" 38.978 47.404 36.921 36.761 18.651 50.894 35.895 36.343 33.344 29.222 34.766 32.432 29.346 31.965 35.242 13.732 38.863 43.963 33.748 38.187 37.016 27.273
"14148" "FBtr0112865" 29.993 36.582 28.346 28.079 14.526 38.665 27.522 27.707 25.742 22.836 26.618 25.028 22.927 24.891 27.116 10.352 30.184 33.827 26.182 29.808 28.924 21.157
"14149" "FBtr0300270" 32.748 39.984 30.86 30.693 15.838 42.262 30.116 30.262 28.111 24.945 29.106 27.373 25.008 27.249 29.657 11.333 33.043 36.944 28.612 32.577 31.63 23.131
"14150" "FBtr0085878" 41.52 50.382 39.292 39.019 19.857 54.266 38.391 38.454 35.461 31.053 37.012 34.447 31.183 34.13 37.455 14.691 41.416 46.845 35.908 40.532 39.567 29.026
"14151" "FBtr0300265" 45.001 54.226 42.091 42.511 20.466 58.987 42.189 40.696 38.289 34.736 40.17 36.851 33.419 35.956 40.78 16.196 41.946 49.075 37.919 43.802 41.236 29.92
"14152" "FBtr0085870" 1.964 2.26 3.523 2.203 2.636 1.609 1.85 1.066 1.377 2.405 4.045 2.795 4.118 2.083 2.242 5.446 2.579 2.914 2.921 1.769 1.896 1.923
"14153" "FBtr0085871" 1.979 2.287 3.514 2.332 2.653 1.678 2.024 1.087 1.368 2.648 4.427 2.839 4.334 2.369 2.505 5.174 2.842 2.967 3.052 1.798 1.914 1.953
"14154" "FBtr0085877" 14.329 15.511 15.774 13.19 10.387 13.978 16.433 11.96 10.278 14.964 15.214 13.281 13.603 11.901 11.242 2.514 12.016 12.307 11.432 13.08 11.331 9.28
"14155" "FBtr0085874" 21.816 22.37 24.183 24.079 17.956 27.833 23.536 20.242 25.689 27.053 28.388 29.236 23.115 21.337 17.031 13.076 21.519 15.861 20.308 23.031 22.355 20.776
"14156" "FBtr0085875" 17.91 17.656 17.788 18.809 12.115 8.305 18.46 15.562 16.327 21.503 17.173 16.822 19.853 16.794 15.325 8.162 15.04 15.563 15.058 18.674 15.081 13.816
"14157" "FBtr0085876" 17.704 17.475 17.645 18.608 11.999 8.204 18.246 15.351 16.145 21.367 16.971 16.678 19.636 16.66 15.17 8.048 14.868 15.365 14.895 18.459 14.914 13.672
"14158" "FBtr0081627" 0.436 33.799 10.204 8.095 30.017 1.271 39.875 34.369 1.794 10.173 15.827 4.447 29.901 2.425 23.802 71.743 17.089 33.453 11.394 6.851 8.228 8.625
"14159" "FBtr0081633" 0.972 0.765 0.572 0.593 0.972 1.236 0.332 1.061 1.216 0.792 0.637 0.741 0.571 1.318 0.776 0.835 0.772 0.451 0.666 0.598 0.933 0.773
"14160" "FBtr0300904" 1.003 0.782 0.59 0.611 0.993 1.275 0.333 1.094 1.254 0.816 0.657 0.734 0.589 1.303 0.79 0.861 0.795 0.465 0.68 0.617 0.962 0.797
"14161" "FBtr0300905" 1.041 0.798 0.612 0.635 1.031 1.323 0.345 1.136 1.302 0.838 0.669 0.762 0.611 1.353 0.82 0.893 0.826 0.482 0.706 0.64 0.998 0.805
"14162" "FBtr0081645" 28.96 27.021 33.059 28.202 25.116 30.146 20.695 26.469 27.807 24.641 27.12 26.871 22.212 25.077 24.807 19.763 26.722 30.129 30.058 24.719 32.067 27.617
"14163" "FBtr0081634" 37.528 37.994 41.36 41.088 29.405 42.493 31.697 40.953 39.944 30.18 31.643 42.731 35.816 38.66 40.571 17.971 34.627 31.939 37.931 37.824 38 35.452
"14164" "FBtr0081644" 18.644 16.997 24.643 18.775 17.79 22.698 20.437 17.284 20.471 21.19 21.014 22.425 19.334 19.479 16.959 6.621 20.03 17.406 19.362 18.585 20.282 17.057
"14165" "FBtr0081643" 18.061 16.402 23.477 18.093 17.049 22.033 19.771 16.809 19.48 20.402 20.084 21.748 18.92 18.62 16.356 6.188 19.034 16.898 18.838 18.458 19.494 16.388
"14166" "FBtr0081635" 91.121 81.069 167.447 101.57 117.565 114.948 108.455 108.837 117.201 148.352 162.77 82.785 91.532 127.062 110.455 96.614 69.7 83.464 74.514 91.437 98.521 93.682
"14167" "FBtr0081636" 90.664 82.967 168.801 101.135 118.098 118.338 113.258 106.112 116.125 148.557 167.667 82.642 89.139 128.754 111.316 101.313 69.115 84.241 74.279 89.686 99.369 93.824
"14168" "FBtr0081637" 90.957 83.058 168.708 101.066 118.562 118.093 113.434 106.705 116.317 149.003 167.848 82.384 89.478 129.361 111.541 101.933 69.447 84.023 74.348 89.699 99.298 93.907
"14169" "FBtr0081642" 54.719 53.349 73.895 58.345 61.907 64.155 64.771 51.605 71.791 62.365 72.702 55.418 65.176 73.979 64.39 60.665 55.164 59.99 64.386 75.102 74.835 71.003
"14170" "FBtr0081638" 20.325 19.165 21.828 21.107 20.136 25.291 19.864 25.76 18.814 18.652 22.279 23.635 26.67 24.676 29.356 31.972 28.02 25.993 25.972 24.498 23.716 28.293
"14171" "FBtr0081641" 22.265 21.606 23.586 20.181 21.807 22.012 19.486 24.761 21.085 20.047 21.042 24.575 27.643 20.941 25.875 22.026 26.86 22.942 24.765 26.023 26.961 27.353
"14172" "FBtr0081640" 22.722 22.288 23.788 20.737 21.54 22.472 20.15 24.687 21.247 20.23 21.206 23.7 27.513 22.67 27.185 20.501 26.052 23.292 24.56 26.929 27.222 26.859
"14173" "FBtr0078938" 35.341 40.961 20.685 33.783 27.117 24.646 39.743 25.311 25.195 26.354 24.626 27.808 35.824 31.287 33.3 20.118 34.204 34.075 29.858 20.564 24.331 23.551
"14174" "FBtr0078937" 32.592 38.25 18.8 30.596 24.493 22.045 37.088 23.207 22.459 24.013 22.52 24.959 32.681 28.019 30.812 19.654 31.425 31.371 27.473 19.138 21.987 21.257
"14175" "FBtr0078936" 35.186 40.71 20.663 33.613 26.974 24.602 39.471 25.238 25.158 26.29 24.437 27.688 35.65 31.045 33.172 19.947 34.094 33.931 29.713 20.544 24.104 23.407
"14176" "FBtr0078935" 30.91 35.751 18.232 29.338 23.549 21.667 34.333 21.933 21.936 23.032 21.215 24.107 30.94 26.806 29.347 17.053 29.395 29.538 25.887 18.217 21.032 20.487
"14177" "FBtr0081639" 586.325 493.963 413.737 580.905 530.617 372.419 347.629 672.738 371.51 465.974 323.684 374.988 504.268 488.064 813.605 802.403 696.064 755.894 535.243 477.126 443.761 459.613
"14178" "FBtr0081562" 4.442 3.609 4.768 4.4 4.27 4.492 5.179 3.103 5.201 3.652 3.29 5.535 5.21 4.542 3.658 7.603 4.786 3.22 3.885 1.795 3.665 3.528
"14179" "FBtr0081615" 17.861 18.829 16.512 16.821 14.976 18.003 16.518 16.149 17.433 13.259 14.71 17.267 14.356 15.665 18.666 7.326 19.582 19.144 16.413 16.195 17.718 16.784
"14180" "FBtr0113199" 17.833 18.648 16.568 16.682 14.799 18.168 16.476 15.89 17.485 13.244 14.652 17.257 14.37 15.698 18.678 7.172 19.602 19.06 16.483 16.09 17.899 16.738
"14181" "FBtr0300494" 17.71 18.501 16.438 16.57 14.716 18.029 16.377 15.818 17.367 13.144 14.563 17.132 14.311 15.611 18.526 7.112 19.488 18.901 16.373 15.969 17.769 16.625
"14182" "FBtr0300495" 17.802 18.689 16.489 16.669 14.891 17.898 16.461 16.039 17.411 13.196 14.618 17.173 14.348 15.54 18.598 7.237 19.661 19.012 16.363 16.109 17.781 16.73
"14183" "FBtr0113200" 13.734 13.922 11.867 12.471 8.814 13.604 12.525 12.183 11.154 9.831 10.74 11.669 10.173 10.728 13.792 2.16 13.979 14.18 11.641 12.305 12.242 12.049
"14184" "FBtr0300493" 18.912 19.564 16.423 17.664 12.887 18.709 17.754 17.288 15.377 13.478 14.984 16.28 14.209 15.435 19.154 3.886 20.49 20.711 16.706 17.144 16.757 17.06
"14185" "FBtr0081613" 17.183 18.363 15.535 16.787 9.879 18.026 16.21 14.123 14.714 12.965 14.256 15.88 13.017 13.566 16.27 5.062 17.139 16.81 15.514 14.589 16.417 14.45
"14186" "FBtr0081612" 16.704 17.942 14.922 16.357 9.656 17.421 15.787 13.726 14.386 12.649 14.076 15.539 12.888 13.471 15.79 4.877 16.691 16.735 15.173 14.39 16.052 14.197
"14187" "FBtr0081614" 13.769 14.295 11.766 12.822 9.289 13.188 12.81 12.453 10.941 9.705 10.764 11.507 10.191 11.093 13.738 2.67 14.608 15.044 12.011 12.162 11.99 12.172
"14188" "FBtr0081617" 66.56 90.393 56.501 64.594 50.906 42.973 53.407 88.454 63.375 42.554 34.995 49.485 40.757 34.588 55.928 28.36 45.897 43.972 39.168 37.163 30.299 31.249
"14189" "FBtr0081616" 66.109 89.785 56.046 64.029 50.478 42.509 52.973 88.186 63.074 42.211 34.743 49.087 40.417 34.353 55.49 27.035 45.367 43.754 38.775 36.825 30.157 30.986
"14190" "FBtr0081563" 24.468 28.384 20.131 21.968 23.201 25.417 18.854 25.262 22.045 19.187 17.728 20.964 19.141 19.144 23.988 17.81 23.663 25.29 21.465 22.284 19.984 18.796
"14191" "FBtr0081611" 11.089 13.828 12.186 12.354 12.84 11.823 13.764 10.277 13.484 14.709 13.664 13.046 12.557 14.131 12.249 5.475 9.944 8.787 11.136 13.048 11.268 10.146
"14192" "FBtr0081564" 18.322 25.606 39.467 19.279 25.993 42.944 26.669 17.316 37.27 20.498 22.981 29.012 27.324 34.842 17.465 27.381 17.145 19.041 21.131 18.496 25.581 26.036
"14193" "FBtr0081565" 0.536 1.372 8.989 1.34 1.256 0 1.968 0 4.038 1.05 1.079 0.665 1.124 1.64 0 2.315 2.477 2.5 1.311 1.991 3.557 1.593
"14194" "FBtr0081610" 0.179 0 0 0 0 0 0 0 0.252 0 0 0.222 0.562 0 0 3.472 0 0 0 0.332 0 0
"14195" "FBtr0081567" 18.949 15.448 13.895 13.325 13.362 18.283 15.028 19.352 16.99 11.677 14.406 13.531 13.558 18.116 17.923 18.293 14.018 16.078 14.603 13.154 15.074 13.738
"14196" "FBtr0081568" 12.609 14.221 19.566 16.154 13.338 14.504 15.374 13.418 14.542 15.201 15.837 16.013 16.365 13.677 15.054 20.791 14.714 15.296 16.424 16.15 13.898 11.991
"14197" "FBtr0114531" 12.447 12.807 11.963 13.308 11.634 10.155 10.77 11.288 12.568 9.758 9.26 11.893 10.289 8.001 11.208 8.174 12.898 12.043 12.086 9.632 14.006 9.76
"14198" "FBtr0091512" 10.296 9.917 9.08 9.888 8.988 11.122 9.661 9.574 10.575 8.855 8.891 9.188 8.305 8.173 8.741 4.888 9.658 9.445 9.024 8.685 9.408 7.912
